UserID,Age,Gender,Location,BrowsingHistory,CategoriesExplored,ClickThroughRate,RatingsGiven,ProductName,Category,Price,Brand,Specifications,Description,Tags,ImageID
U7648,43,Male,"London, UK",Socks|Smartphone,Footwear,0.66,4.3,Nike Air Max 270,Book,811,Sony,"Noise-cancelling, wireless",Comfortable running shoes,premium,IMG7648
U7649,48,Male,"New York, US",Laptop|Headphones|Socks,Books|Gadgets,0.82,4.9,Nike Air Max 270,Headphones,1382,Nike,"13-inch, i7, 16GB RAM",Premium headphones,gym|premium|running,IMG7649
U7650,27,Female,"Tokyo, JP",Mouse|Laptop|Book,Apparel|Gadgets,0.61,4.5,Nike Air Max 270,Sneakers,377,Harper,"Cushioned, breathable",Inspirational fiction,running|gym|lightweight,IMG7650
U7651,26,Male,"New York, US",Headphones,Electronics,0.57,4.8,The Alchemist,Laptop,574,Sony,"Paperback, 198 pages",Premium headphones,bestseller,IMG7651
U7652,27,Female,"Mumbai, IN",Laptop|Book|Sneakers,Electronics|Books,0.75,4.0,The Alchemist,Book,588,Dell,"Paperback, 198 pages",High-performance laptop,running|lightweight,IMG7652
U7653,59,Female,"Mumbai, IN",Headphones|Socks|Smartphone,Books,0.72,3.5,Dell XPS 13,Headphones,915,Sony,"Noise-cancelling, wireless",Advanced smartphone,running|premium,IMG7653
U7654,27,Female,"New York, US",Mouse|Book|Laptop,Footwear,0.7,4.6,iPhone 14,Book,716,Dell,"13-inch, i7, 16GB RAM",Inspirational fiction,premium|lightweight|running,IMG7654
U7655,54,Female,"Mumbai, IN",Headphones|Laptop,Footwear|Gadgets,0.51,3.2,Sony WH-1000XM5,Smartphone,280,Sony,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight,IMG7655
U7656,56,Female,"Sydney, AU",Laptop,Apparel,0.79,3.9,Dell XPS 13,Laptop,143,Apple,"13-inch, i7, 16GB RAM",High-performance laptop,gym,IMG7656
U7657,40,Female,"Mumbai, IN",Smartphone|Headphones,Footwear,0.62,3.2,iPhone 14,Book,1277,Apple,"OLED display, 128GB storage",Premium headphones,premium|lightweight,IMG7657
U7658,48,Male,"Tokyo, JP",Socks|Book,Electronics,0.86,3.3,iPhone 14,Book,179,Dell,"Noise-cancelling, wireless",Inspirational fiction,lightweight|premium,IMG7658
U7659,39,Male,"Mumbai, IN",Headphones|Smartphone|Book,Apparel|Footwear,0.74,3.5,The Alchemist,Laptop,687,Nike,"Cushioned, breathable",High-performance laptop,lightweight|premium|bestseller,IMG7659
U7660,35,Female,"Sydney, AU",Laptop|Smartphone,Apparel|Electronics,0.85,3.1,iPhone 14,Headphones,226,Nike,"Cushioned, breathable",Advanced smartphone,gym|lightweight|premium,IMG7660
U7661,51,Female,"Sydney, AU",Socks,Footwear,0.74,3.7,iPhone 14,Book,171,Nike,"Noise-cancelling, wireless",Advanced smartphone,bestseller|lightweight,IMG7661
U7662,38,Male,"London, UK",Laptop|Smartphone|Book,Books,0.81,3.2,Nike Air Max 270,Smartphone,994,Dell,"OLED display, 128GB storage",Comfortable running shoes,gym,IMG7662
U7663,50,Female,"Mumbai, IN",Book|Smartphone|Sneakers,Books,0.63,4.8,Nike Air Max 270,Laptop,1009,Harper,"Cushioned, breathable",High-performance laptop,premium|running,IMG7663
U7664,51,Male,"New York, US",Socks|Headphones|Book,Gadgets,0.6,3.9,Sony WH-1000XM5,Smartphone,358,Apple,"Paperback, 198 pages",Inspirational fiction,gym,IMG7664
U7665,20,Male,"Sydney, AU",Headphones,Apparel,0.89,4.8,The Alchemist,Headphones,984,Sony,"Noise-cancelling, wireless",High-performance laptop,premium|gym|bestseller,IMG7665
U7666,36,Male,"London, UK",Laptop|Book,Books|Gadgets,0.68,4.3,Nike Air Max 270,Laptop,681,Sony,"OLED display, 128GB storage",Comfortable running shoes,gym|bestseller|running,IMG7666
U7667,45,Male,"Sydney, AU",Laptop,Gadgets|Books,0.73,4.4,iPhone 14,Laptop,86,Dell,"OLED display, 128GB storage",Premium headphones,bestseller|lightweight|gym,IMG7667
U7668,59,Male,"Mumbai, IN",Mouse,Gadgets,0.64,3.5,Sony WH-1000XM5,Book,524,Nike,"Paperback, 198 pages",Premium headphones,bestseller,IMG7668
U7669,52,Female,"New York, US",Smartphone|Mouse|Laptop,Footwear,0.72,4.6,Dell XPS 13,Book,148,Dell,"Noise-cancelling, wireless",Inspirational fiction,premium|running|bestseller,IMG7669
U7670,48,Female,"Mumbai, IN",Smartphone,Apparel|Electronics,0.64,4.5,Dell XPS 13,Headphones,1095,Apple,"Cushioned, breathable",High-performance laptop,lightweight|premium,IMG7670
U7671,21,Female,"Tokyo, JP",Smartphone|Socks,Footwear,0.58,4.4,The Alchemist,Laptop,373,Apple,"Paperback, 198 pages",Comfortable running shoes,bestseller,IMG7671
U7672,60,Female,"London, UK",Headphones|Book|Sneakers,Footwear,0.53,3.3,Dell XPS 13,Laptop,385,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,gym|premium,IMG7672
U7673,56,Female,"London, UK",Sneakers|Laptop,Gadgets|Footwear,0.5,4.1,The Alchemist,Smartphone,636,Sony,"OLED display, 128GB storage",Inspirational fiction,bestseller|lightweight|running,IMG7673
U7674,19,Male,"London, UK",Book|Smartphone|Sneakers,Books|Apparel,0.51,4.7,iPhone 14,Headphones,1021,Harper,"Cushioned, breathable",Inspirational fiction,premium|bestseller|lightweight,IMG7674
U7675,29,Male,"Mumbai, IN",Sneakers,Footwear,0.73,4.4,iPhone 14,Smartphone,1144,Sony,"13-inch, i7, 16GB RAM",High-performance laptop,bestseller|gym,IMG7675
U7676,58,Female,"Sydney, AU",Book,Footwear|Books,0.81,3.1,Sony WH-1000XM5,Laptop,977,Harper,"OLED display, 128GB storage",Inspirational fiction,running|premium|lightweight,IMG7676
U7677,40,Male,"New York, US",Sneakers,Apparel,0.56,4.2,The Alchemist,Smartphone,605,Nike,"OLED display, 128GB storage",Inspirational fiction,running,IMG7677
U7678,25,Male,"New York, US",Laptop|Mouse|Headphones,Gadgets|Books,0.74,4.2,Nike Air Max 270,Laptop,1036,Dell,"Paperback, 198 pages",Premium headphones,gym|lightweight|premium,IMG7678
U7679,27,Male,"London, UK",Socks|Book,Apparel|Footwear,0.82,4.8,Dell XPS 13,Smartphone,1223,Apple,"Paperback, 198 pages",Inspirational fiction,lightweight|premium|running,IMG7679
U7680,27,Female,"London, UK",Laptop,Gadgets,0.83,4.7,Sony WH-1000XM5,Headphones,284,Harper,"13-inch, i7, 16GB RAM",Comfortable running shoes,running,IMG7680
U7681,24,Female,"Sydney, AU",Socks,Books|Apparel,0.68,4.7,Dell XPS 13,Book,499,Nike,"Cushioned, breathable",Advanced smartphone,lightweight|running,IMG7681
U7682,22,Male,"London, UK",Headphones|Book|Mouse,Gadgets,0.58,4.8,Sony WH-1000XM5,Book,164,Sony,"Noise-cancelling, wireless",Advanced smartphone,bestseller|gym|premium,IMG7682
U7683,25,Male,"New York, US",Laptop|Headphones,Apparel|Gadgets,0.52,4.0,Dell XPS 13,Laptop,1146,Nike,"OLED display, 128GB storage",Inspirational fiction,running|bestseller,IMG7683
U7684,41,Female,"Tokyo, JP",Headphones|Mouse|Sneakers,Apparel,0.68,4.3,The Alchemist,Headphones,97,Sony,"Cushioned, breathable",Advanced smartphone,gym,IMG7684
U7685,58,Male,"London, UK",Socks|Headphones|Book,Footwear|Books,0.62,3.1,Dell XPS 13,Smartphone,1317,Sony,"Noise-cancelling, wireless",Inspirational fiction,running,IMG7685
U7686,27,Male,"Sydney, AU",Headphones|Mouse|Laptop,Apparel|Footwear,0.51,4.8,iPhone 14,Laptop,847,Nike,"Paperback, 198 pages",Inspirational fiction,lightweight|running,IMG7686
U7687,41,Male,"New York, US",Socks|Mouse,Gadgets|Apparel,0.87,4.7,Dell XPS 13,Sneakers,42,Apple,"Cushioned, breathable",Comfortable running shoes,running,IMG7687
U7688,57,Female,"Tokyo, JP",Laptop,Books,0.64,4.1,iPhone 14,Headphones,203,Sony,"Cushioned, breathable",Advanced smartphone,bestseller|running,IMG7688
U7689,21,Male,"Mumbai, IN",Headphones,Books|Gadgets,0.86,3.4,Nike Air Max 270,Book,418,Dell,"Cushioned, breathable",Comfortable running shoes,premium|bestseller|gym,IMG7689
U7690,42,Female,"Mumbai, IN",Mouse|Laptop,Gadgets,0.85,3.1,Dell XPS 13,Sneakers,805,Apple,"Cushioned, breathable",High-performance laptop,gym,IMG7690
U7691,38,Female,"New York, US",Headphones|Mouse,Apparel,0.72,4.2,Nike Air Max 270,Sneakers,172,Harper,"Noise-cancelling, wireless",Premium headphones,bestseller,IMG7691
U7692,47,Female,"Sydney, AU",Smartphone,Apparel|Footwear,0.77,3.5,The Alchemist,Headphones,955,Sony,"OLED display, 128GB storage",Inspirational fiction,bestseller|running|gym,IMG7692
U7693,42,Female,"London, UK",Mouse|Laptop,Electronics,0.64,4.5,The Alchemist,Book,914,Nike,"Cushioned, breathable",Premium headphones,bestseller|lightweight|premium,IMG7693
U7694,20,Male,"Sydney, AU",Headphones|Book|Sneakers,Electronics,0.81,4.9,Sony WH-1000XM5,Smartphone,301,Nike,"13-inch, i7, 16GB RAM",Inspirational fiction,premium|lightweight|running,IMG7694
U7695,54,Male,"Tokyo, JP",Socks,Electronics,0.54,3.8,The Alchemist,Sneakers,1378,Harper,"Paperback, 198 pages",Comfortable running shoes,bestseller,IMG7695
U7696,35,Female,"Tokyo, JP",Book|Mouse,Gadgets|Electronics,0.62,3.2,Sony WH-1000XM5,Smartphone,187,Dell,"Noise-cancelling, wireless",Premium headphones,running|lightweight|premium,IMG7696
U7697,46,Female,"Mumbai, IN",Mouse|Laptop,Books,0.63,4.6,Nike Air Max 270,Laptop,808,Nike,"Cushioned, breathable",High-performance laptop,lightweight|running|gym,IMG7697
U7698,49,Female,"Tokyo, JP",Sneakers|Mouse|Laptop,Electronics|Footwear,0.63,3.5,Nike Air Max 270,Sneakers,1103,Sony,"Cushioned, breathable",Inspirational fiction,premium|running,IMG7698
U7699,59,Male,"Tokyo, JP",Smartphone,Apparel|Electronics,0.65,4.0,Sony WH-1000XM5,Laptop,71,Sony,"Cushioned, breathable",Advanced smartphone,bestseller,IMG7699
U7700,41,Male,"New York, US",Mouse|Laptop|Sneakers,Apparel|Gadgets,0.52,3.8,Nike Air Max 270,Sneakers,1096,Sony,"Paperback, 198 pages",Premium headphones,gym,IMG7700
U7701,22,Male,"London, UK",Sneakers,Footwear|Books,0.84,4.7,Dell XPS 13,Headphones,961,Apple,"Cushioned, breathable",High-performance laptop,lightweight,IMG7701
U7702,48,Female,"Tokyo, JP",Sneakers,Gadgets,0.63,3.1,Dell XPS 13,Sneakers,975,Harper,"Cushioned, breathable",Advanced smartphone,running|lightweight,IMG7702
U7703,34,Male,"Sydney, AU",Book|Headphones,Apparel|Electronics,0.61,3.3,Dell XPS 13,Headphones,575,Sony,"Noise-cancelling, wireless",Inspirational fiction,lightweight|premium|gym,IMG7703
U7704,32,Male,"Mumbai, IN",Book|Sneakers|Smartphone,Apparel,0.84,4.1,Sony WH-1000XM5,Sneakers,234,Dell,"Noise-cancelling, wireless",Advanced smartphone,lightweight|running|bestseller,IMG7704
U7705,45,Female,"Mumbai, IN",Mouse|Sneakers,Electronics,0.57,3.1,Sony WH-1000XM5,Laptop,366,Sony,"OLED display, 128GB storage",Inspirational fiction,gym|running,IMG7705
U7706,31,Female,"London, UK",Headphones|Mouse,Electronics,0.6,4.3,iPhone 14,Sneakers,508,Sony,"13-inch, i7, 16GB RAM",Premium headphones,running|gym|lightweight,IMG7706
U7707,58,Female,"London, UK",Smartphone|Laptop,Gadgets|Apparel,0.65,4.9,Nike Air Max 270,Book,1327,Sony,"Paperback, 198 pages",Advanced smartphone,bestseller|running,IMG7707
U7708,44,Male,"Sydney, AU",Sneakers|Socks,Books|Footwear,0.65,3.2,Nike Air Max 270,Headphones,923,Dell,"Noise-cancelling, wireless",High-performance laptop,gym|running,IMG7708
U7709,34,Male,"London, UK",Socks|Mouse|Smartphone,Books,0.63,4.7,Sony WH-1000XM5,Book,606,Dell,"OLED display, 128GB storage",Comfortable running shoes,premium|bestseller|lightweight,IMG7709
U7710,25,Female,"Tokyo, JP",Sneakers|Headphones|Book,Footwear|Books,0.8,4.2,Sony WH-1000XM5,Laptop,223,Apple,"Paperback, 198 pages",High-performance laptop,premium|gym|running,IMG7710
U7711,24,Male,"Sydney, AU",Headphones|Book,Books|Footwear,0.58,3.8,iPhone 14,Headphones,1167,Harper,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight|bestseller,IMG7711
U7712,55,Female,"London, UK",Sneakers|Mouse|Socks,Gadgets|Electronics,0.54,3.1,Nike Air Max 270,Sneakers,1039,Sony,"Paperback, 198 pages",Comfortable running shoes,gym|bestseller|premium,IMG7712
U7713,41,Female,"New York, US",Laptop|Mouse,Footwear,0.7,3.4,Dell XPS 13,Sneakers,719,Dell,"Noise-cancelling, wireless",High-performance laptop,lightweight|premium,IMG7713
U7714,24,Female,"New York, US",Book|Laptop,Apparel|Electronics,0.5,3.8,The Alchemist,Headphones,1133,Harper,"OLED display, 128GB storage",Advanced smartphone,gym,IMG7714
U7715,54,Female,"London, UK",Sneakers,Footwear|Books,0.88,3.8,Sony WH-1000XM5,Laptop,195,Sony,"OLED display, 128GB storage",High-performance laptop,premium,IMG7715
U7716,57,Female,"Mumbai, IN",Headphones,Electronics,0.71,4.2,Dell XPS 13,Headphones,941,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,lightweight|gym|premium,IMG7716
U7717,19,Male,"Mumbai, IN",Laptop|Smartphone|Headphones,Electronics,0.55,3.2,The Alchemist,Smartphone,259,Nike,"Paperback, 198 pages",High-performance laptop,gym|running|lightweight,IMG7717
U7718,47,Female,"Sydney, AU",Sneakers|Headphones,Gadgets|Apparel,0.55,3.5,Sony WH-1000XM5,Headphones,329,Harper,"Cushioned, breathable",Advanced smartphone,gym|premium,IMG7718
U7719,57,Female,"London, UK",Book|Mouse|Headphones,Books|Electronics,0.59,4.1,Sony WH-1000XM5,Smartphone,308,Dell,"Paperback, 198 pages",Inspirational fiction,gym,IMG7719
U7720,38,Male,"New York, US",Socks|Smartphone,Apparel|Electronics,0.83,3.2,Dell XPS 13,Laptop,1331,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,gym,IMG7720
U7721,50,Female,"London, UK",Sneakers|Headphones|Laptop,Books|Electronics,0.75,3.9,iPhone 14,Headphones,73,Apple,"Noise-cancelling, wireless",Inspirational fiction,gym|bestseller|lightweight,IMG7721
U7722,32,Male,"Sydney, AU",Headphones|Sneakers|Smartphone,Apparel,0.71,4.8,Dell XPS 13,Book,795,Harper,"Paperback, 198 pages",Advanced smartphone,bestseller|running|gym,IMG7722
U7723,36,Male,"London, UK",Smartphone,Apparel|Books,0.86,3.1,The Alchemist,Laptop,415,Sony,"OLED display, 128GB storage",Premium headphones,bestseller|gym,IMG7723
U7724,50,Male,"Mumbai, IN",Book|Smartphone|Headphones,Books,0.61,4.8,iPhone 14,Book,1478,Nike,"13-inch, i7, 16GB RAM",Inspirational fiction,gym,IMG7724
U7725,41,Male,"Mumbai, IN",Smartphone,Books,0.71,4.6,Dell XPS 13,Smartphone,1243,Apple,"Noise-cancelling, wireless",Comfortable running shoes,bestseller|premium|gym,IMG7725
U7726,43,Male,"Sydney, AU",Socks|Headphones|Laptop,Gadgets,0.6,3.9,iPhone 14,Sneakers,965,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,gym|lightweight|bestseller,IMG7726
U7727,30,Female,"Mumbai, IN",Socks|Headphones|Smartphone,Gadgets|Electronics,0.67,5.0,Nike Air Max 270,Smartphone,1494,Apple,"Cushioned, breathable",Premium headphones,gym|bestseller,IMG7727
U7728,20,Male,"London, UK",Smartphone,Apparel|Footwear,0.63,5.0,The Alchemist,Book,202,Nike,"OLED display, 128GB storage",Premium headphones,premium|bestseller,IMG7728
U7729,46,Male,"Tokyo, JP",Book,Apparel|Electronics,0.82,4.7,Sony WH-1000XM5,Book,1225,Apple,"Paperback, 198 pages",Advanced smartphone,running,IMG7729
U7730,29,Female,"New York, US",Laptop,Gadgets|Apparel,0.78,3.2,Dell XPS 13,Laptop,719,Harper,"Cushioned, breathable",Inspirational fiction,gym|running|bestseller,IMG7730
U7731,20,Female,"London, UK",Laptop|Headphones|Smartphone,Books,0.81,4.7,The Alchemist,Laptop,758,Apple,"Cushioned, breathable",Premium headphones,lightweight|premium,IMG7731
U7732,25,Male,"Mumbai, IN",Headphones,Electronics,0.57,4.8,Nike Air Max 270,Smartphone,1105,Apple,"Paperback, 198 pages",Inspirational fiction,premium|gym,IMG7732
U7733,28,Male,"Mumbai, IN",Laptop|Mouse,Books,0.84,3.4,iPhone 14,Sneakers,1377,Harper,"Noise-cancelling, wireless",Comfortable running shoes,bestseller|premium|lightweight,IMG7733
U7734,59,Male,"London, UK",Sneakers|Headphones|Socks,Apparel,0.88,4.4,iPhone 14,Sneakers,866,Apple,"13-inch, i7, 16GB RAM",Premium headphones,gym|bestseller|running,IMG7734
U7735,48,Male,"Sydney, AU",Headphones,Footwear|Apparel,0.66,3.3,Dell XPS 13,Headphones,824,Sony,"Cushioned, breathable",Advanced smartphone,bestseller,IMG7735
U7736,18,Male,"Mumbai, IN",Mouse|Sneakers,Books,0.85,3.5,The Alchemist,Book,1366,Nike,"Paperback, 198 pages",High-performance laptop,lightweight|gym,IMG7736
U7737,39,Male,"Tokyo, JP",Book|Sneakers|Mouse,Electronics|Books,0.55,4.3,Dell XPS 13,Laptop,1288,Dell,"Noise-cancelling, wireless",Premium headphones,running|bestseller|gym,IMG7737
U7738,37,Female,"Sydney, AU",Mouse,Books,0.89,4.8,Dell XPS 13,Sneakers,446,Apple,"Paperback, 198 pages",Premium headphones,gym|premium,IMG7738
U7739,34,Female,"London, UK",Smartphone|Socks|Mouse,Gadgets|Electronics,0.87,3.3,The Alchemist,Book,1323,Harper,"13-inch, i7, 16GB RAM",High-performance laptop,running|premium,IMG7739
U7740,33,Male,"London, UK",Mouse|Headphones,Gadgets|Footwear,0.88,4.0,The Alchemist,Sneakers,1415,Apple,"OLED display, 128GB storage",Advanced smartphone,premium|lightweight|running,IMG7740
U7741,27,Male,"London, UK",Laptop|Socks|Sneakers,Gadgets,0.55,3.8,Nike Air Max 270,Sneakers,936,Apple,"Paperback, 198 pages",High-performance laptop,premium|gym,IMG7741
U7742,47,Male,"New York, US",Socks|Smartphone,Books,0.51,4.4,The Alchemist,Book,1174,Dell,"13-inch, i7, 16GB RAM",Premium headphones,lightweight|premium,IMG7742
U7743,27,Female,"New York, US",Mouse|Sneakers,Electronics,0.85,3.4,Nike Air Max 270,Laptop,397,Sony,"OLED display, 128GB storage",Premium headphones,gym|running,IMG7743
U7744,32,Male,"Tokyo, JP",Mouse|Headphones|Laptop,Apparel,0.87,3.3,Nike Air Max 270,Book,1325,Apple,"OLED display, 128GB storage",Comfortable running shoes,gym|lightweight,IMG7744
U7745,49,Female,"New York, US",Headphones,Books,0.62,4.3,iPhone 14,Sneakers,659,Nike,"Paperback, 198 pages",Advanced smartphone,running|premium|bestseller,IMG7745
U7746,60,Female,"London, UK",Smartphone|Sneakers,Electronics|Footwear,0.56,4.2,Nike Air Max 270,Laptop,1031,Dell,"Cushioned, breathable",Advanced smartphone,gym|lightweight,IMG7746
U7747,40,Female,"Mumbai, IN",Sneakers|Smartphone,Books|Gadgets,0.87,4.3,Sony WH-1000XM5,Book,1114,Harper,"OLED display, 128GB storage",Comfortable running shoes,premium|lightweight|running,IMG7747
U7748,59,Male,"London, UK",Socks|Book|Laptop,Books|Footwear,0.71,4.2,Nike Air Max 270,Book,576,Sony,"Paperback, 198 pages",Inspirational fiction,premium|running|lightweight,IMG7748
U7749,40,Male,"New York, US",Book,Electronics,0.86,4.4,The Alchemist,Sneakers,1281,Apple,"Noise-cancelling, wireless",High-performance laptop,bestseller|lightweight,IMG7749
U7750,21,Female,"Mumbai, IN",Sneakers,Electronics|Gadgets,0.8,3.6,Sony WH-1000XM5,Laptop,57,Sony,"OLED display, 128GB storage",Premium headphones,running,IMG7750
U7751,60,Female,"Tokyo, JP",Headphones,Books,0.69,3.6,Nike Air Max 270,Book,791,Nike,"Paperback, 198 pages",Premium headphones,bestseller|premium,IMG7751
U7752,50,Male,"Tokyo, JP",Laptop|Sneakers,Footwear|Books,0.72,3.6,iPhone 14,Book,50,Nike,"Cushioned, breathable",Comfortable running shoes,premium,IMG7752
U7753,31,Female,"Sydney, AU",Laptop,Apparel|Electronics,0.51,3.5,Sony WH-1000XM5,Sneakers,1231,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,gym|bestseller|running,IMG7753
U7754,52,Male,"London, UK",Headphones,Footwear,0.84,3.1,iPhone 14,Laptop,375,Apple,"Noise-cancelling, wireless",Comfortable running shoes,premium|lightweight|running,IMG7754
U7755,37,Male,"New York, US",Sneakers|Mouse,Electronics,0.55,3.5,Dell XPS 13,Book,976,Nike,"OLED display, 128GB storage",Comfortable running shoes,gym,IMG7755
U7756,50,Male,"Tokyo, JP",Mouse|Sneakers,Books,0.57,3.4,Sony WH-1000XM5,Laptop,777,Sony,"Paperback, 198 pages",High-performance laptop,bestseller,IMG7756
U7757,55,Female,"Sydney, AU",Smartphone|Headphones,Gadgets|Apparel,0.53,3.5,Nike Air Max 270,Sneakers,896,Harper,"Paperback, 198 pages",Comfortable running shoes,bestseller,IMG7757
U7758,23,Female,"London, UK",Smartphone|Sneakers|Socks,Footwear|Apparel,0.78,4.8,iPhone 14,Headphones,1476,Sony,"OLED display, 128GB storage",Premium headphones,running|bestseller,IMG7758
U7759,54,Female,"Mumbai, IN",Sneakers|Book,Electronics,0.63,4.0,Dell XPS 13,Book,335,Nike,"Paperback, 198 pages",High-performance laptop,gym|bestseller|premium,IMG7759
U7760,21,Male,"Sydney, AU",Mouse,Electronics|Books,0.66,3.5,Sony WH-1000XM5,Book,1355,Dell,"13-inch, i7, 16GB RAM",Inspirational fiction,lightweight|premium|bestseller,IMG7760
U7761,21,Female,"Mumbai, IN",Headphones,Books,0.65,3.6,The Alchemist,Headphones,804,Nike,"Noise-cancelling, wireless",Premium headphones,gym,IMG7761
U7762,30,Male,"Sydney, AU",Smartphone|Headphones,Gadgets,0.79,4.5,The Alchemist,Sneakers,838,Nike,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller|gym|premium,IMG7762
U7763,31,Female,"New York, US",Laptop,Books|Gadgets,0.78,3.3,iPhone 14,Sneakers,831,Dell,"Noise-cancelling, wireless",High-performance laptop,running,IMG7763
U7764,40,Female,"Tokyo, JP",Book|Headphones,Apparel,0.83,4.4,Dell XPS 13,Laptop,135,Sony,"Cushioned, breathable",High-performance laptop,bestseller|gym|running,IMG7764
U7765,31,Female,"Sydney, AU",Smartphone|Laptop,Gadgets,0.68,3.6,The Alchemist,Smartphone,560,Nike,"OLED display, 128GB storage",High-performance laptop,gym,IMG7765
U7766,60,Female,"Mumbai, IN",Smartphone|Mouse|Socks,Electronics,0.61,4.4,The Alchemist,Sneakers,1164,Nike,"Noise-cancelling, wireless",Advanced smartphone,premium|running,IMG7766
U7767,51,Male,"Tokyo, JP",Mouse|Laptop,Electronics,0.62,3.5,Sony WH-1000XM5,Sneakers,623,Harper,"Noise-cancelling, wireless",Comfortable running shoes,gym|bestseller|premium,IMG7767
U7768,48,Female,"Tokyo, JP",Headphones,Gadgets|Electronics,0.76,4.6,iPhone 14,Smartphone,1263,Sony,"OLED display, 128GB storage",Advanced smartphone,premium|gym,IMG7768
U7769,39,Male,"New York, US",Headphones,Apparel|Footwear,0.85,3.4,Nike Air Max 270,Smartphone,1168,Apple,"OLED display, 128GB storage",Inspirational fiction,lightweight|premium,IMG7769
U7770,24,Female,"New York, US",Sneakers|Book|Mouse,Apparel|Books,0.8,4.0,Nike Air Max 270,Headphones,802,Dell,"13-inch, i7, 16GB RAM",Advanced smartphone,bestseller|gym|running,IMG7770
U7771,18,Female,"Tokyo, JP",Socks|Mouse,Electronics,0.51,3.5,Dell XPS 13,Laptop,1137,Nike,"Cushioned, breathable",Comfortable running shoes,lightweight,IMG7771
U7772,50,Male,"New York, US",Sneakers|Headphones,Footwear|Electronics,0.6,3.6,The Alchemist,Headphones,241,Nike,"13-inch, i7, 16GB RAM",Premium headphones,gym,IMG7772
U7773,31,Female,"Tokyo, JP",Socks,Books,0.83,3.4,iPhone 14,Smartphone,1244,Apple,"OLED display, 128GB storage",Comfortable running shoes,lightweight|running,IMG7773
U7774,46,Female,"New York, US",Mouse|Smartphone|Sneakers,Apparel|Electronics,0.72,3.9,iPhone 14,Smartphone,371,Dell,"13-inch, i7, 16GB RAM",Advanced smartphone,gym|lightweight,IMG7774
U7775,47,Female,"Sydney, AU",Sneakers,Electronics|Gadgets,0.55,3.7,Sony WH-1000XM5,Sneakers,473,Apple,"Noise-cancelling, wireless",Inspirational fiction,lightweight|premium|bestseller,IMG7775
U7776,48,Male,"Mumbai, IN",Sneakers,Footwear|Electronics,0.62,3.1,Sony WH-1000XM5,Headphones,945,Harper,"Cushioned, breathable",Comfortable running shoes,premium|gym|lightweight,IMG7776
U7777,22,Female,"Mumbai, IN",Smartphone|Laptop,Gadgets|Apparel,0.64,3.2,Sony WH-1000XM5,Sneakers,146,Sony,"Paperback, 198 pages",Inspirational fiction,gym|bestseller,IMG7777
U7778,27,Male,"New York, US",Mouse|Book|Smartphone,Footwear|Gadgets,0.61,4.3,iPhone 14,Sneakers,51,Sony,"Paperback, 198 pages",Premium headphones,premium|gym|lightweight,IMG7778
U7779,22,Female,"Sydney, AU",Smartphone,Gadgets|Footwear,0.79,3.1,The Alchemist,Headphones,1108,Sony,"Cushioned, breathable",High-performance laptop,gym,IMG7779
U7780,40,Female,"London, UK",Laptop|Sneakers|Headphones,Electronics|Apparel,0.65,3.0,Dell XPS 13,Smartphone,545,Harper,"Noise-cancelling, wireless",Inspirational fiction,gym,IMG7780
U7781,24,Male,"Tokyo, JP",Smartphone,Apparel,0.85,3.5,The Alchemist,Sneakers,244,Dell,"Cushioned, breathable",High-performance laptop,bestseller|lightweight,IMG7781
U7782,19,Female,"New York, US",Mouse|Smartphone|Book,Gadgets,0.54,3.2,The Alchemist,Book,456,Nike,"Paperback, 198 pages",Inspirational fiction,running|bestseller,IMG7782
U7783,27,Female,"Tokyo, JP",Sneakers|Mouse|Book,Electronics|Apparel,0.64,3.1,Nike Air Max 270,Laptop,469,Nike,"Noise-cancelling, wireless",Inspirational fiction,gym|lightweight|bestseller,IMG7783
U7784,41,Male,"Sydney, AU",Headphones,Books|Electronics,0.52,4.7,Sony WH-1000XM5,Headphones,1288,Harper,"Cushioned, breathable",Inspirational fiction,running|gym,IMG7784
U7785,33,Male,"London, UK",Mouse|Smartphone|Headphones,Footwear,0.79,3.1,Nike Air Max 270,Book,852,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,gym|bestseller,IMG7785
U7786,47,Female,"New York, US",Headphones,Apparel|Books,0.56,3.5,Nike Air Max 270,Headphones,1320,Dell,"Cushioned, breathable",Inspirational fiction,bestseller|lightweight|running,IMG7786
U7787,32,Female,"Tokyo, JP",Mouse|Book,Apparel,0.78,3.6,iPhone 14,Smartphone,1203,Dell,"Paperback, 198 pages",Premium headphones,lightweight|bestseller,IMG7787
U7788,28,Male,"London, UK",Headphones|Sneakers,Footwear,0.81,3.6,The Alchemist,Headphones,46,Nike,"Cushioned, breathable",Comfortable running shoes,bestseller|gym,IMG7788
U7789,37,Female,"Sydney, AU",Socks,Books|Footwear,0.64,3.7,Sony WH-1000XM5,Laptop,691,Nike,"Paperback, 198 pages",Comfortable running shoes,lightweight|gym|premium,IMG7789
